"cole_depto_ubicacion","fami_estratovivienda","fami_personashogar","fami_tieneautomovil","fami_tienecomputador","fami_tieneinternet","fami_tienelavadora","punt_global"
"CAQUETA","Estrato 1","5 a 6","No","No","No","No","270"
"CAUCA","Estrato 4","3 a 4","No","Si","Si","Si","292"
"CUNDINAMARCA","Estrato 3","3 a 4","Si","Si","Si","Si","334"
"NORTE SANTANDER","Estrato 2","3 a 4","Si","Si","Si","Si","218"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","254"
"NORTE SANTANDER","Estrato 3","5 a 6","No","Si","Si","Si","340"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","248"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","304"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","277"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","355"
"BOGOTÁ","Estrato 3","5 a 6","Si","Si","Si","Si","233"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","382"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","333"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","252"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","265"
"NARIÑO","Estrato 2","3 a 4","Si","Si","Si","Si","242"
"VALLE","Estrato 2","1 a 2","Si","Si","Si","Si","169"
"BOGOTÁ","Estrato 1","3 a 4","No","No","No","Si","215"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","338"
"CALDAS","Estrato 5","7 a 8","Si","Si","Si","Si","364"
"VALLE","Estrato 2","5 a 6","No","No","No","Si","299"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","242"
"CUNDINAMARCA","Estrato 3","5 a 6","Si","Si","Si","Si","296"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","355"
"BOGOTÁ","Estrato 3","5 a 6","No","Si","Si","Si","250"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","325"
"SUCRE","Estrato 1","5 a 6","No","No","Si","Si","217"
"BOGOTÁ","Estrato 3","1 a 2","Si","Si","Si","Si","374"
"CESAR","Estrato 6","5 a 6","Si","Si","Si","Si","333"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","307"
"ANTIOQUIA","Estrato 4","3 a 4","Si","Si","Si","Si","330"
"LA GUAJIRA","Sin Estrato","3 a 4","Si","Si","Si","Si","378"
"VALLE","Estrato 3","7 a 8","No","Si","Si","Si","340"
"ANTIOQUIA","Estrato 2","3 a 4","No","No","No","No","219"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","332"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","323"
"ANTIOQUIA","Estrato 6","9 o más","Si","Si","Si","Si","325"
"BOGOTÁ","Estrato 4","5 a 6","Si","Si","Si","Si","318"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","348"
"SANTANDER","Estrato 4","3 a 4","Si","Si","Si","Si","286"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","352"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","315"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","238"
"ANTIOQUIA","Estrato 6","5 a 6","Si","Si","Si","Si","299"
"BOGOTÁ","Estrato 5","1 a 2","Si","Si","Si","Si","341"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","370"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","312"
"CAUCA","Estrato 3","1 a 2","Si","No","Si","Si","380"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","367"
"NARIÑO","Estrato 1","3 a 4","No","No","No","Si","252"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","307"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","205"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","350"
"CALDAS","Estrato 3","3 a 4","No","Si","Si","Si","223"
"ANTIOQUIA","Estrato 2","3 a 4","No","Si","Si","Si","214"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","414"
"CUNDINAMARCA","Estrato 2","3 a 4","Si","Si","Si","Si","212"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","265"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","265"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","369"
"NARIÑO","Estrato 1","1 a 2","No","No","No","No","171"
"CESAR","Estrato 1","7 a 8","No","Si","Si","No","230"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","204"
"BOGOTÁ","Estrato 1","3 a 4","No","Si","Si","Si","215"
"NARIÑO","Sin Estrato","3 a 4","No","Si","Si","Si","242"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","322"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","318"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","287"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","345"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","261"
"RISARALDA","Estrato 4","3 a 4","Si","Si","Si","Si","335"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","323"
"CUNDINAMARCA","Estrato 3","3 a 4","Si","Si","Si","Si","354"
"BOGOTÁ","Estrato 3","3 a 4","No","No","Si","Si","251"
"BOGOTÁ","Estrato 1","3 a 4","No","No","Si","Si","205"
"ANTIOQUIA","Estrato 2","7 a 8","No","No","No","No","227"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","342"
"CAUCA","Estrato 3","5 a 6","Si","Si","Si","Si","290"
"CAUCA","Estrato 4","3 a 4","Si","Si","Si","Si","322"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","344"
"BOGOTÁ","Estrato 2","1 a 2","No","No","No","Si","246"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","403"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","247"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","268"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","276"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","337"
"NARIÑO","Estrato 2","3 a 4","No","Si","Si","Si","301"
"CESAR","Estrato 5","3 a 4","Si","Si","Si","Si","357"
"ANTIOQUIA","Estrato 5","3 a 4","Si","Si","Si","Si","353"
"ANTIOQUIA","Estrato 2","3 a 4","No","Si","Si","Si","201"
"ANTIOQUIA","Estrato 2","3 a 4","No","Si","Si","Si","179"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","327"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","330"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","328"
"HUILA","Estrato 2","5 a 6","No","No","No","Si","253"
"CAUCA","Estrato 2","3 a 4","Si","No","No","Si","237"
"HUILA","Estrato 1","5 a 6","No","No","No","Si","243"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","375"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","354"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","325"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","321"
"CUNDINAMARCA","Estrato 4","3 a 4","Si","Si","Si","Si","359"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","272"
"BOLIVAR","Estrato 3","3 a 4","Si","Si","Si","Si","285"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","334"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","371"
"BOGOTÁ","Estrato 2","5 a 6","No","Si","Si","Si","233"
"META","Estrato 2","1 a 2","No","Si","Si","Si","229"
"CAUCA","Estrato 2","5 a 6","No","Si","Si","Si","333"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","290"
"BOGOTÁ","Sin Estrato","5 a 6","Si","Si","Si","Si","358"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","367"
"RISARALDA","Estrato 5","5 a 6","Si","Si","Si","Si","362"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","380"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","281"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","334"
"BOLIVAR","Estrato 5","7 a 8","Si","Si","Si","Si","312"
"CAUCA","Estrato 4","3 a 4","Si","Si","Si","Si","272"
"VALLE","Estrato 4","1 a 2","Si","Si","Si","Si","329"
"NARIÑO","Estrato 3","5 a 6","Si","Si","Si","No","255"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","335"
"CUNDINAMARCA","Estrato 2","3 a 4","No","Si","Si","Si","235"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","348"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","370"
"ANTIOQUIA","Estrato 5","3 a 4","Si","Si","Si","No","331"
"BOGOTÁ","Estrato 5","7 a 8","Si","Si","Si","Si","306"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","378"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","341"
"BOGOTÁ","Estrato 4","3 a 4","No","Si","Si","No","332"
"BOYACA","Estrato 3","1 a 2","No","No","Si","No","205"
"VALLE","Estrato 3","3 a 4","No","Si","Si","No","227"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","229"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","265"
"NORTE SANTANDER","Estrato 2","5 a 6","No","No","Si","No","224"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","363"
"BOGOTÁ","Estrato 2","9 o más","Si","Si","Si","Si","266"
"VALLE","Estrato 4","1 a 2","No","Si","Si","Si","350"
"CESAR","Estrato 1","1 a 2","No","No","No","No","157"
"ANTIOQUIA","Estrato 1","1 a 2","Si","Si","Si","Si","208"
"VALLE","Estrato 2","1 a 2","No","Si","Si","Si","240"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","337"
"ATLANTICO","Estrato 3","5 a 6","No","No","Si","Si","217"
"CESAR","Estrato 1","5 a 6","No","No","No","Si","160"
"NARIÑO","Estrato 2","5 a 6","No","No","No","No","267"
"LA GUAJIRA","Estrato 2","3 a 4","No","No","Si","No","184"
"RISARALDA","Estrato 4","3 a 4","Si","Si","Si","Si","304"
"VALLE","Estrato 4","1 a 2","Si","Si","Si","Si","298"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","277"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","371"
"VALLE","Estrato 4","1 a 2","Si","Si","Si","Si","297"
"ATLANTICO","Estrato 1","5 a 6","No","No","No","Si","198"
"META","Estrato 1","3 a 4","No","No","Si","No","260"
"CALDAS","Estrato 4","3 a 4","Si","Si","Si","Si","257"
"BOGOTÁ","Estrato 2","3 a 4","No","No","Si","Si","284"
"SANTANDER","Estrato 3","3 a 4","No","No","No","No","208"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","193"
"VALLE","Estrato 2","1 a 2","Si","Si","Si","Si","300"
"ANTIOQUIA","Estrato 5","3 a 4","Si","Si","Si","Si","348"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","268"
"QUINDIO","Estrato 2","3 a 4","No","Si","Si","Si","263"
"CALDAS","Estrato 6","3 a 4","Si","Si","Si","Si","377"
"BOLIVAR","Sin Estrato","3 a 4","No","Si","Si","Si","195"
"ATLANTICO","Estrato 4","5 a 6","Si","Si","Si","Si","382"
"SANTANDER","Estrato 2","3 a 4","No","Si","Si","Si","266"
"VALLE","Estrato 1","3 a 4","No","No","Si","Si","238"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","287"
"ANTIOQUIA","Estrato 1","5 a 6","No","No","Si","No","157"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","272"
"BOGOTÁ","Estrato 2","3 a 4","Si","Si","Si","Si","243"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","366"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","305"
"VALLE","Estrato 3","1 a 2","Si","Si","Si","Si","291"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","303"
"ATLANTICO","Estrato 6","5 a 6","Si","Si","Si","Si","308"
"CAUCA","Estrato 1","3 a 4","No","Si","No","Si","310"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","337"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","336"
"CUNDINAMARCA","Estrato 2","3 a 4","No","Si","Si","Si","318"
"RISARALDA","Estrato 5","3 a 4","Si","Si","Si","Si","297"
"ATLANTICO","Estrato 3","3 a 4","Si","Si","Si","Si","312"
"HUILA","Estrato 1","3 a 4","No","Si","Si","Si","190"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","235"
"ATLANTICO","Estrato 3","1 a 2","No","Si","Si","Si","230"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","321"
"CUNDINAMARCA","Estrato 2","9 o más","Si","Si","Si","Si","325"
"VALLE","Estrato 1","1 a 2","No","Si","No","Si","270"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","357"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","334"
"VALLE","Estrato 4","1 a 2","Si","Si","Si","Si","236"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","280"
"VALLE","Estrato 6","5 a 6","Si","Si","Si","Si","245"
"NORTE SANTANDER","Estrato 1","5 a 6","No","No","No","Si","207"
"NARIÑO","Estrato 1","3 a 4","No","No","No","Si","245"
"VALLE","Estrato 1","3 a 4","No","Si","Si","Si","272"
"BOGOTÁ","Estrato 2","1 a 2","No","No","No","No","221"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","349"
"BOGOTÁ","Estrato 2","3 a 4","No","No","Si","Si","273"
"BOLIVAR","Estrato 6","3 a 4","Si","Si","Si","Si","413"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","325"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","284"
"META","Estrato 1","1 a 2","No","No","No","Si","220"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","350"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","152"
"CAUCA","Estrato 4","3 a 4","Si","Si","Si","Si","377"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","227"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","343"
"VALLE","Estrato 3","1 a 2","Si","Si","Si","Si","288"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","247"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","336"
"BOGOTÁ","Estrato 4","1 a 2","No","Si","Si","Si","197"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","297"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","342"
"NORTE SANTANDER","Estrato 2","3 a 4","No","No","No","Si","238"
"VALLE","Estrato 2","1 a 2","No","Si","Si","Si","286"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","374"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","310"
"BOGOTÁ","Estrato 2","3 a 4","Si","Si","Si","Si","253"
"NARIÑO","Estrato 4","3 a 4","Si","Si","Si","Si","335"
"VALLE","Estrato 2","3 a 4","Si","No","No","Si","304"
"VALLE","Estrato 2","1 a 2","No","No","No","Si","210"
"VALLE","Estrato 5","1 a 2","No","Si","Si","Si","285"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","352"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","359"
"VALLE","Estrato 3","1 a 2","No","No","Si","Si","225"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","233"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","355"
"CAUCA","Estrato 4","3 a 4","Si","Si","Si","Si","300"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","366"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","338"
"CAUCA","Estrato 2","3 a 4","Si","Si","Si","Si","320"
"VALLE","Estrato 1","5 a 6","No","No","Si","No","258"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","356"
"CUNDINAMARCA","Estrato 6","3 a 4","Si","Si","Si","Si","341"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","293"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","261"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","363"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","335"
"VALLE","Estrato 1","5 a 6","No","No","Si","No","255"
"ATLANTICO","Estrato 3","3 a 4","Si","Si","Si","Si","331"
"NORTE SANTANDER","Estrato 1","1 a 2","No","No","No","No","249"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","287"
"BOGOTÁ","Estrato 3","5 a 6","No","Si","Si","Si","181"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","271"
"NORTE SANTANDER","Estrato 1","5 a 6","No","No","No","No","182"
"BOGOTÁ","Estrato 4","1 a 2","No","Si","Si","Si","362"
"VALLE","Estrato 4","7 a 8","No","Si","Si","Si","225"
"HUILA","Estrato 1","3 a 4","No","No","No","No","265"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","356"
"BOGOTÁ","Estrato 2","3 a 4","No","No","Si","Si","197"
"NARIÑO","Estrato 5","3 a 4","Si","Si","Si","Si","347"
"BOGOTÁ","Estrato 2","5 a 6","Si","Si","Si","Si","268"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","334"
"BOGOTÁ","Estrato 1","7 a 8","No","Si","Si","Si","287"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","363"
"ATLANTICO","Estrato 4","5 a 6","Si","Si","Si","Si","350"
"ANTIOQUIA","Estrato 5","3 a 4","Si","Si","Si","Si","345"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","278"
"VALLE","Estrato 1","3 a 4","No","No","No","No","287"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","322"
"VALLE","Estrato 1","3 a 4","No","Si","Si","No","309"
"BOGOTÁ","Estrato 4","5 a 6","No","Si","Si","Si","308"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","359"
"CUNDINAMARCA","Estrato 1","5 a 6","No","Si","Si","Si","285"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","323"
"CUNDINAMARCA","Estrato 2","3 a 4","Si","Si","Si","Si","345"
"ATLANTICO","Estrato 6","3 a 4","Si","Si","Si","Si","323"
"VALLE","Estrato 2","5 a 6","No","Si","Si","Si","315"
"BOGOTÁ","Estrato 1","3 a 4","Si","No","No","Si","195"
"CAUCA","Estrato 1","5 a 6","Si","Si","Si","Si","227"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","192"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","285"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","278"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","362"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","350"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","291"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","316"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","245"
"ATLANTICO","Estrato 4","5 a 6","Si","Si","Si","Si","363"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","342"
"CUNDINAMARCA","Estrato 4","3 a 4","Si","Si","Si","Si","327"
"CUNDINAMARCA","Estrato 3","3 a 4","Si","Si","Si","Si","237"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","248"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","287"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","370"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","364"
"BOGOTÁ","Estrato 2","3 a 4","No","No","Si","Si","222"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","353"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","260"
"NARIÑO","Estrato 2","5 a 6","No","No","Si","No","279"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","296"
"META","Estrato 3","3 a 4","No","Si","Si","Si","227"
"BOGOTÁ","Estrato 3","7 a 8","No","Si","Si","No","307"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","329"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","308"
"BOGOTÁ","Sin Estrato","3 a 4","Si","Si","Si","Si","340"
"BOGOTÁ","Estrato 6","1 a 2","Si","Si","Si","Si","369"
"VALLE","Estrato 4","3 a 4","Si","No","Si","Si","205"
"ATLANTICO","Estrato 5","3 a 4","Si","Si","Si","Si","351"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","224"
"ATLANTICO","Estrato 6","3 a 4","Si","Si","Si","Si","345"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","275"
"ATLANTICO","Estrato 6","5 a 6","Si","Si","Si","Si","337"
"BOGOTÁ","Estrato 2","3 a 4","No","No","No","No","150"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","260"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","398"
"ANTIOQUIA","Estrato 2","1 a 2","No","Si","Si","Si","281"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","246"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","205"
"VALLE","Estrato 2","5 a 6","No","Si","Si","Si","360"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","259"
"NARIÑO","Estrato 3","3 a 4","Si","Si","Si","Si","360"
"BOGOTÁ","Estrato 4","3 a 4","No","Si","Si","Si","225"
"SANTANDER","Estrato 2","3 a 4","No","No","Si","Si","270"
"ANTIOQUIA","Estrato 2","9 o más","No","No","Si","No","197"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","216"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","161"
"NARIÑO","Estrato 2","1 a 2","No","Si","Si","No","357"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","218"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","347"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","293"
"CUNDINAMARCA","Estrato 3","3 a 4","Si","Si","Si","Si","233"
"VALLE","Estrato 2","5 a 6","No","No","Si","Si","297"
"ANTIOQUIA","Estrato 4","3 a 4","No","Si","Si","Si","165"
"ANTIOQUIA","Estrato 2","1 a 2","No","No","No","Si","167"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","291"
"CALDAS","Estrato 5","3 a 4","Si","Si","Si","Si","353"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","317"
"ATLANTICO","Estrato 4","5 a 6","No","No","Si","Si","189"
"NARIÑO","Estrato 3","5 a 6","No","Si","Si","Si","248"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","378"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","302"
"BOGOTÁ","Estrato 3","7 a 8","No","Si","No","Si","265"
"MAGDALENA","Estrato 6","5 a 6","Si","Si","Si","Si","339"
"BOGOTÁ","Estrato 4","5 a 6","No","Si","Si","Si","188"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","306"
"VALLE","Estrato 5","7 a 8","No","Si","Si","Si","239"
"NARIÑO","Estrato 4","5 a 6","Si","Si","Si","Si","355"
"CESAR","Estrato 2","3 a 4","No","No","Si","Si","220"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","266"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","360"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","363"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","324"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","330"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","288"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","299"
"CUNDINAMARCA","Estrato 2","3 a 4","No","Si","Si","Si","257"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","322"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","312"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","305"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","341"
"BOGOTÁ","Estrato 2","5 a 6","No","Si","Si","Si","201"
"VALLE","Estrato 3","3 a 4","No","No","Si","Si","243"
"BOGOTÁ","Estrato 2","5 a 6","No","No","Si","Si","235"
"VALLE","Estrato 4","3 a 4","No","Si","Si","No","271"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","271"
"CAUCA","Estrato 5","3 a 4","Si","Si","Si","Si","332"
"VALLE","Estrato 6","5 a 6","Si","Si","Si","Si","308"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","325"
"CORDOBA","Estrato 6","3 a 4","Si","Si","Si","Si","317"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","350"
"BOGOTÁ","Estrato 3","5 a 6","No","Si","Si","No","194"
"CUNDINAMARCA","Estrato 3","5 a 6","Si","Si","Si","Si","346"
"BOGOTÁ","Estrato 6","7 a 8","Si","Si","Si","Si","352"
"HUILA","Estrato 2","3 a 4","No","Si","Si","Si","282"
"VALLE","Estrato 5","1 a 2","Si","Si","Si","Si","364"
"CUNDINAMARCA","Estrato 2","5 a 6","No","No","Si","Si","187"
"BOLIVAR","Estrato 2","3 a 4","No","No","Si","Si","204"
"ATLANTICO","Estrato 3","7 a 8","No","No","Si","Si","203"
"ATLANTICO","Estrato 4","9 o más","Si","Si","Si","Si","169"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","281"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","285"
"BOGOTÁ","Estrato 3","3 a 4","Si","No","Si","Si","182"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","271"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","400"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","279"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","370"
"CUNDINAMARCA","Estrato 2","3 a 4","No","Si","Si","Si","217"
"BOGOTÁ","Estrato 3","5 a 6","Si","Si","Si","Si","235"
"RISARALDA","Estrato 2","1 a 2","No","Si","Si","Si","272"
"BOLIVAR","Estrato 5","5 a 6","Si","Si","Si","Si","356"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","326"
"ANTIOQUIA","Estrato 1","9 o más","No","No","Si","No","193"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","348"
"ANTIOQUIA","Estrato 1","5 a 6","No","Si","Si","Si","262"
"ANTIOQUIA","Estrato 3","3 a 4","Si","Si","Si","Si","235"
"MAGDALENA","Estrato 5","5 a 6","Si","Si","Si","Si","305"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","379"
"CESAR","Estrato 3","3 a 4","No","No","No","Si","208"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","368"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","318"
"CAUCA","Estrato 2","3 a 4","Si","Si","Si","Si","218"
