"cole_depto_ubicacion","fami_estratovivienda","fami_personashogar","fami_tieneautomovil","fami_tienecomputador","fami_tieneinternet","fami_tienelavadora","punt_global"
"VALLE","Estrato 4","1 a 2","Si","Si","Si","Si","328"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","321"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","256"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","314"
"ANTIOQUIA","Estrato 3","5 a 6","Si","Si","Si","Si","311"
"ATLANTICO","Sin Estrato","5 a 6","Si","Si","Si","Si","302"
"CALDAS","Estrato 6","1 a 2","Si","Si","Si","Si","375"
"BOGOTÁ","Estrato 2","3 a 4","Si","Si","Si","Si","213"
"CAUCA","Estrato 5","3 a 4","Si","Si","Si","Si","366"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","210"
"TOLIMA","Estrato 2","1 a 2","No","No","No","No","187"
"ANTIOQUIA","Estrato 3","3 a 4","No","Si","Si","Si","263"
"CALDAS","Estrato 3","3 a 4","Si","Si","Si","Si","198"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","276"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","335"
"META","Estrato 1","7 a 8","No","No","No","No","186"
"ANTIOQUIA","Estrato 6","5 a 6","Si","Si","Si","Si","308"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","299"
"ATLANTICO","Estrato 4","3 a 4","Si","Si","Si","Si","317"
"ATLANTICO","Estrato 6","5 a 6","Si","Si","Si","Si","333"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","359"
"VALLE","Estrato 6","5 a 6","Si","Si","Si","Si","299"
"VALLE","Estrato 3","1 a 2","Si","Si","Si","Si","259"
"VALLE","Estrato 2","1 a 2","Si","Si","Si","Si","305"
"HUILA","Estrato 2","3 a 4","No","No","Si","Si","215"
"CAUCA","Estrato 4","3 a 4","Si","Si","Si","Si","287"
"ARAUCA","Estrato 2","3 a 4","No","No","No","Si","183"
"NARIÑO","Estrato 2","1 a 2","Si","Si","Si","No","221"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","289"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","234"
"VALLE","Sin Estrato","9 o más","No","No","No","No","290"
"BOGOTÁ","Estrato 6","1 a 2","Si","Si","Si","Si","345"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","378"
"RISARALDA","Estrato 4","3 a 4","Si","Si","Si","Si","289"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","379"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","332"
"BOGOTÁ","Estrato 5","1 a 2","No","Si","Si","Si","342"
"CESAR","Estrato 2","3 a 4","No","No","No","No","246"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","247"
"BOYACA","Estrato 3","1 a 2","No","Si","Si","Si","276"
"VALLE","Estrato 2","3 a 4","No","No","Si","No","291"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","305"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","323"
"BOLIVAR","Estrato 6","3 a 4","Si","Si","Si","Si","332"
"CAQUETA","Estrato 1","1 a 2","No","No","No","No","227"
"ATLANTICO","Estrato 6","5 a 6","Si","Si","Si","Si","223"
"CUNDINAMARCA","Estrato 2","3 a 4","Si","Si","Si","Si","220"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","307"
"ATLANTICO","Estrato 2","1 a 2","No","Si","Si","Si","150"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","324"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","223"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","366"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","370"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","317"
"CUNDINAMARCA","Estrato 6","3 a 4","Si","Si","Si","Si","297"
"NARIÑO","Sin Estrato","5 a 6","No","Si","Si","Si","187"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","362"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","No","No","203"
"BOGOTÁ","Estrato 1","7 a 8","No","No","Si","Si","228"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","242"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","No","216"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","262"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","294"
"ATLANTICO","Estrato 3","3 a 4","Si","Si","Si","Si","334"
"BOGOTÁ","Estrato 2","3 a 4","No","No","No","No","251"
"ANTIOQUIA","Estrato 6","7 a 8","No","No","Si","No","336"
"BOGOTÁ","Estrato 2","7 a 8","Si","Si","Si","Si","222"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","360"
"VALLE","Estrato 3","1 a 2","Si","Si","Si","Si","207"
"BOGOTÁ","Estrato 4","1 a 2","No","Si","Si","Si","363"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","318"
"VALLE","Estrato 2","7 a 8","No","No","Si","Si","180"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","322"
"NORTE SANTANDER","Sin Estrato","3 a 4","No","Si","Si","Si","208"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","285"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","280"
"CALDAS","Estrato 4","5 a 6","Si","Si","Si","Si","346"
"META","Estrato 1","5 a 6","No","No","No","No","204"
"ATLANTICO","Estrato 6","3 a 4","Si","Si","Si","Si","345"
"BOGOTÁ","Estrato 2","5 a 6","No","Si","No","Si","271"
"ATLANTICO","Estrato 5","3 a 4","Si","Si","Si","Si","388"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","351"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","307"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","322"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","321"
"TOLIMA","Estrato 3","7 a 8","No","No","Si","Si","267"
"CALDAS","Estrato 6","1 a 2","No","Si","Si","Si","337"
"META","Estrato 1","3 a 4","Si","No","Si","Si","193"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","324"
"BOGOTÁ","Sin Estrato","3 a 4","Si","Si","Si","Si","358"
"BOGOTÁ","Estrato 5","1 a 2","Si","Si","Si","Si","367"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","241"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","337"
"VALLE","Estrato 3","1 a 2","No","No","Si","Si","218"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","169"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","274"
"BOGOTÁ","Estrato 2","5 a 6","No","Si","Si","Si","265"
"VALLE","Estrato 2","5 a 6","No","Si","Si","Si","332"
"VALLE","Estrato 1","3 a 4","Si","No","Si","Si","328"
"BOGOTÁ","Estrato 1","5 a 6","No","No","Si","No","197"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","322"
"CUNDINAMARCA","Estrato 4","3 a 4","Si","Si","Si","Si","366"
"BOGOTÁ","Estrato 2","5 a 6","No","Si","Si","Si","194"
"ATLANTICO","Estrato 6","5 a 6","Si","Si","Si","Si","269"
"CUNDINAMARCA","Estrato 6","5 a 6","Si","Si","Si","Si","344"
"BOLIVAR","Estrato 4","5 a 6","Si","Si","Si","Si","155"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","303"
"NARIÑO","Estrato 5","3 a 4","Si","Si","Si","Si","320"
"BOLIVAR","Estrato 6","3 a 4","Si","Si","Si","Si","355"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","220"
"CUNDINAMARCA","Estrato 4","3 a 4","Si","Si","Si","Si","327"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","267"
"SANTANDER","Estrato 5","5 a 6","Si","Si","Si","Si","317"
"BOGOTÁ","Estrato 3","1 a 2","No","Si","Si","Si","249"
"BOGOTÁ","Estrato 1","3 a 4","No","No","No","Si","184"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","343"
"CUNDINAMARCA","Estrato 5","1 a 2","Si","Si","Si","Si","355"
"BOGOTÁ","Estrato 2","5 a 6","No","Si","Si","Si","160"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","375"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","337"
"NORTE SANTANDER","Estrato 2","3 a 4","No","No","No","Si","226"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","361"
"TOLIMA","Estrato 2","1 a 2","Si","No","No","Si","238"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","145"
"META","Estrato 3","3 a 4","Si","Si","Si","Si","241"
"BOGOTÁ","Estrato 3","9 o más","No","Si","Si","Si","307"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","332"
"NARIÑO","Estrato 4","3 a 4","Si","Si","Si","Si","308"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","313"
"CUNDINAMARCA","Estrato 3","5 a 6","No","No","Si","Si","271"
"QUINDIO","Estrato 4","3 a 4","Si","Si","Si","Si","330"
"HUILA","Estrato 1","3 a 4","No","No","No","Si","220"
"VALLE","Estrato 3","3 a 4","No","No","No","Si","183"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","262"
"CUNDINAMARCA","Estrato 4","5 a 6","Si","Si","Si","Si","343"
"VALLE","Estrato 3","1 a 2","Si","Si","Si","Si","221"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","272"
"VALLE","Estrato 3","3 a 4","No","Si","Si","No","371"
"BOLIVAR","Estrato 6","1 a 2","Si","Si","Si","Si","311"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","212"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","395"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","247"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","274"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","329"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","341"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","203"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","333"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","282"
"QUINDIO","Estrato 5","3 a 4","Si","Si","Si","Si","315"
"ANTIOQUIA","Estrato 4","3 a 4","Si","Si","Si","Si","317"
"VALLE","Estrato 5","1 a 2","Si","Si","Si","Si","348"
"VALLE","Estrato 2","3 a 4","No","No","Si","No","237"
"CAUCA","Estrato 3","3 a 4","No","Si","Si","Si","340"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","395"
"VALLE","Estrato 5","3 a 4","Si","No","Si","Si","285"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","315"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","320"
"BOLIVAR","Estrato 6","3 a 4","Si","Si","Si","Si","369"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","236"
"BOGOTÁ","Estrato 5","1 a 2","Si","Si","Si","Si","364"
"ANTIOQUIA","Estrato 5","1 a 2","Si","Si","Si","Si","277"
"BOGOTÁ","Estrato 3","5 a 6","Si","Si","Si","Si","182"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","352"
"LA GUAJIRA","Sin Estrato","3 a 4","No","Si","No","Si","165"
"RISARALDA","Estrato 3","3 a 4","No","No","No","Si","205"
"CAUCA","Estrato 5","3 a 4","Si","Si","Si","Si","360"
"BOGOTÁ","Sin Estrato","7 a 8","Si","Si","Si","Si","198"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","No","312"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","371"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","268"
"MAGDALENA","Estrato 4","5 a 6","Si","Si","Si","Si","310"
"VALLE","Estrato 2","1 a 2","Si","Si","Si","Si","277"
"ATLANTICO","Estrato 6","3 a 4","Si","Si","Si","Si","307"
"RISARALDA","Estrato 2","3 a 4","No","Si","Si","Si","236"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","366"
"BOGOTÁ","Estrato 4","3 a 4","No","Si","Si","Si","276"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","307"
"ATLANTICO","Estrato 4","3 a 4","Si","Si","Si","Si","318"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","229"
"VALLE","Estrato 5","7 a 8","Si","Si","Si","Si","386"
"ANTIOQUIA","Estrato 6","5 a 6","Si","Si","Si","Si","267"
"CUNDINAMARCA","Estrato 5","1 a 2","Si","Si","Si","Si","357"
"NORTE SANTANDER","Sin Estrato","3 a 4","No","No","No","Si","233"
"CUNDINAMARCA","Estrato 4","3 a 4","Si","Si","Si","Si","366"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","252"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","415"
"CUNDINAMARCA","Estrato 3","5 a 6","No","No","Si","Si","213"
"ATLANTICO","Estrato 4","3 a 4","No","Si","Si","Si","319"
"CORDOBA","Estrato 1","5 a 6","No","No","No","Si","184"
"VALLE","Estrato 4","9 o más","Si","No","No","Si","323"
"ATLANTICO","Estrato 3","5 a 6","No","No","Si","Si","203"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","241"
"NARIÑO","Estrato 3","3 a 4","Si","Si","Si","Si","336"
"BOLIVAR","Estrato 2","3 a 4","Si","Si","Si","Si","197"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","263"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","236"
"LA GUAJIRA","Estrato 3","5 a 6","No","Si","Si","Si","241"
"CAUCA","Estrato 1","3 a 4","No","Si","Si","Si","295"
"CUNDINAMARCA","Estrato 3","7 a 8","Si","Si","Si","Si","263"
"ANTIOQUIA","Estrato 2","3 a 4","No","Si","Si","No","208"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","256"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","353"
"CAQUETA","Estrato 3","3 a 4","Si","Si","Si","Si","169"
"BOYACA","Estrato 1","3 a 4","No","No","Si","No","292"
"NORTE SANTANDER","Estrato 3","5 a 6","No","Si","Si","Si","178"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","215"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","358"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","351"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","331"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","358"
"CALDAS","Estrato 3","3 a 4","No","Si","Si","Si","213"
"CAUCA","Estrato 2","7 a 8","No","Si","Si","Si","249"
"CAUCA","Estrato 5","3 a 4","Si","Si","Si","Si","193"
"ANTIOQUIA","Estrato 4","3 a 4","Si","Si","Si","Si","363"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","309"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","198"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","354"
"BOGOTÁ","Estrato 1","1 a 2","No","Si","Si","No","150"
"CUNDINAMARCA","Estrato 1","7 a 8","Si","Si","No","Si","202"
"CAUCA","Estrato 2","3 a 4","No","Si","Si","Si","308"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","277"
"CUNDINAMARCA","Estrato 6","3 a 4","Si","Si","Si","Si","302"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","189"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","344"
"ANTIOQUIA","Estrato 6","5 a 6","Si","Si","Si","Si","286"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","362"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","316"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","306"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","287"
"BOGOTÁ","Estrato 3","1 a 2","Si","Si","Si","Si","188"
"TOLIMA","Estrato 3","3 a 4","No","Si","Si","Si","252"
"RISARALDA","Estrato 6","3 a 4","Si","Si","Si","Si","283"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","264"
"VALLE","Estrato 3","3 a 4","Si","No","Si","Si","262"
"CUNDINAMARCA","Sin Estrato","5 a 6","No","No","Si","Si","228"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","350"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","353"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","364"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","273"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","325"
"ATLANTICO","Estrato 4","3 a 4","Si","Si","Si","Si","314"
"CALDAS","Estrato 3","3 a 4","No","Si","Si","Si","286"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","210"
"TOLIMA","Estrato 1","5 a 6","No","No","Si","No","220"
"META","Estrato 2","7 a 8","No","No","No","Si","192"
"BOGOTÁ","Estrato 4","1 a 2","Si","No","Si","Si","237"
"VALLE","Estrato 3","5 a 6","Si","No","Si","Si","319"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","199"
"QUINDIO","Estrato 4","3 a 4","No","Si","Si","Si","192"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","344"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","298"
"VALLE","Estrato 3","3 a 4","No","Si","Si","No","273"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","304"
"SANTANDER","Estrato 1","1 a 2","No","Si","No","Si","202"
"VALLE","Estrato 3","5 a 6","Si","No","Si","Si","242"
"ATLANTICO","Estrato 2","3 a 4","No","No","Si","Si","228"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","301"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","308"
"CUNDINAMARCA","Estrato 3","3 a 4","No","Si","Si","Si","171"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","277"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","308"
"CUNDINAMARCA","Estrato 2","5 a 6","No","Si","Si","No","260"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","402"
"SANTANDER","Estrato 3","5 a 6","No","No","Si","Si","264"
"BOGOTÁ","Sin Estrato","3 a 4","No","No","Si","No","202"
"CUNDINAMARCA","Estrato 2","3 a 4","No","Si","No","Si","260"
"VALLE","Estrato 2","3 a 4","No","No","Si","Si","152"
"BOGOTÁ","Estrato 1","3 a 4","No","No","No","Si","157"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","320"
"VALLE","Estrato 3","3 a 4","Si","No","Si","Si","261"
"VALLE","Estrato 3","1 a 2","No","No","No","No","228"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","359"
"VALLE","Estrato 3","3 a 4","No","Si","Si","No","216"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","377"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","228"
"BOGOTÁ","Estrato 3","5 a 6","No","Si","Si","Si","257"
"META","Estrato 2","3 a 4","No","No","Si","Si","264"
"VALLE","Estrato 3","7 a 8","Si","Si","Si","Si","296"
"ANTIOQUIA","Estrato 2","5 a 6","No","Si","Si","Si","203"
"BOGOTÁ","Estrato 4","5 a 6","Si","Si","Si","Si","307"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","365"
"VALLE","Estrato 1","1 a 2","No","No","Si","No","245"
"BOLIVAR","Estrato 1","1 a 2","No","No","No","No","243"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","385"
"CUNDINAMARCA","Estrato 4","1 a 2","Si","Si","Si","Si","318"
"BOGOTÁ","Estrato 1","5 a 6","No","No","Si","Si","201"
"CUNDINAMARCA","Estrato 5","1 a 2","Si","Si","Si","Si","384"
"LA GUAJIRA","Estrato 6","3 a 4","Si","Si","No","No","194"
"BOGOTÁ","Sin Estrato","3 a 4","Si","Si","Si","Si","343"
"ATLANTICO","Estrato 6","3 a 4","No","Si","Si","Si","339"
"RISARALDA","Estrato 4","3 a 4","Si","Si","Si","Si","265"
"BOGOTÁ","Sin Estrato","5 a 6","No","Si","Si","Si","344"
"BOGOTÁ","Estrato 2","1 a 2","No","Si","Si","Si","214"
"BOYACA","Estrato 2","5 a 6","Si","Si","Si","Si","224"
"PUTUMAYO","Estrato 1","5 a 6","No","No","Si","Si","195"
"CUNDINAMARCA","Estrato 2","3 a 4","No","Si","Si","Si","279"
"CAQUETA","Estrato 2","9 o más","No","No","Si","No","189"
"CAUCA","Estrato 2","3 a 4","Si","Si","Si","Si","228"
"BOGOTÁ","Estrato 4","1 a 2","Si","Si","No","Si","314"
"ATLANTICO","Estrato 2","5 a 6","No","Si","Si","Si","220"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","257"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","288"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","345"
"CAUCA","Estrato 4","3 a 4","Si","Si","Si","Si","368"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","338"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","295"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","306"
"CAUCA","Estrato 5","5 a 6","Si","Si","Si","Si","257"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","284"
"BOGOTÁ","Estrato 3","5 a 6","No","Si","Si","Si","210"
"CALDAS","Estrato 3","3 a 4","Si","Si","Si","Si","214"
"BOGOTÁ","Estrato 3","5 a 6","No","No","Si","Si","278"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","336"
"VALLE","Estrato 2","3 a 4","No","No","No","Si","315"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","335"
"CESAR","Estrato 2","5 a 6","No","No","No","Si","181"
"NORTE SANTANDER","Estrato 2","3 a 4","No","No","Si","Si","235"
"ANTIOQUIA","Estrato 2","3 a 4","No","Si","Si","Si","220"
"HUILA","Estrato 1","5 a 6","No","No","No","No","149"
"BOGOTÁ","Estrato 2","1 a 2","No","Si","Si","Si","325"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","323"
"CUNDINAMARCA","Estrato 2","1 a 2","No","No","Si","Si","179"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","298"
"SANTANDER","Estrato 1","5 a 6","Si","No","No","No","243"
"BOLIVAR","Estrato 4","5 a 6","Si","Si","Si","Si","214"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","297"
"CALDAS","Estrato 3","3 a 4","Si","Si","Si","Si","420"
"CALDAS","Estrato 5","3 a 4","Si","No","Si","No","305"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","323"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","272"
"BOGOTÁ","Estrato 4","5 a 6","Si","Si","Si","Si","207"
"HUILA","Estrato 2","1 a 2","Si","Si","Si","Si","226"
"CAUCA","Estrato 2","5 a 6","Si","No","No","No","184"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","375"
"CUNDINAMARCA","Estrato 3","3 a 4","Si","Si","Si","Si","350"
"VALLE","Estrato 3","7 a 8","Si","Si","Si","Si","314"
"VALLE","Estrato 6","5 a 6","Si","Si","Si","Si","288"
"VALLE","Estrato 6","5 a 6","Si","Si","Si","Si","336"
"CAUCA","Estrato 2","3 a 4","No","Si","Si","No","240"
"BOGOTÁ","Estrato 3","5 a 6","Si","Si","Si","Si","300"
"CUNDINAMARCA","Estrato 1","3 a 4","Si","Si","Si","Si","244"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","323"
"VALLE","Estrato 2","1 a 2","No","Si","Si","Si","258"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","388"
"ATLANTICO","Estrato 1","5 a 6","No","No","No","Si","216"
"CALDAS","Estrato 4","1 a 2","Si","Si","Si","Si","298"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","418"
"CAUCA","Estrato 5","3 a 4","Si","Si","Si","Si","327"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","238"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","338"
"BOYACA","Estrato 1","3 a 4","No","No","Si","Si","222"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","302"
"LA GUAJIRA","Estrato 3","3 a 4","Si","Si","Si","Si","313"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","330"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","323"
"QUINDIO","Estrato 3","1 a 2","Si","Si","Si","Si","415"
"NARIÑO","Estrato 4","3 a 4","Si","Si","No","Si","317"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","333"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","330"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","272"
"BOGOTÁ","Estrato 4","1 a 2","Si","Si","Si","Si","339"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","379"
"CUNDINAMARCA","Estrato 3","7 a 8","No","Si","Si","Si","210"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","321"
"CAUCA","Estrato 5","1 a 2","Si","Si","Si","Si","235"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","360"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","366"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","233"
"NARIÑO","Estrato 3","3 a 4","Si","Si","Si","Si","315"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","322"
"CESAR","Estrato 1","3 a 4","No","No","No","Si","299"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","379"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","270"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","265"
"ATLANTICO","Estrato 5","3 a 4","Si","Si","Si","Si","281"
"SANTANDER","Estrato 6","5 a 6","Si","Si","Si","Si","240"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","321"
"CALDAS","Estrato 2","3 a 4","No","Si","Si","Si","316"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","354"
"CUNDINAMARCA","Estrato 6","3 a 4","Si","Si","Si","Si","344"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","283"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","315"
"VALLE","Estrato 1","3 a 4","No","Si","No","Si","210"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","274"
"VALLE","Estrato 2","1 a 2","No","Si","Si","Si","252"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","357"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","229"
"LA GUAJIRA","Estrato 4","3 a 4","Si","Si","Si","Si","319"
"SANTANDER","Estrato 2","3 a 4","No","No","Si","Si","201"
"TOLIMA","Estrato 2","3 a 4","Si","Si","No","No","189"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","335"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","300"
